label,count,mean,std,min,25%,50%,75%,max
case,177165.0,-0.23040179108373096,0.7043280906067757,-4.842256385337748,-0.6553888613696277,-0.15975862462451518,0.2648436182439856,2.085264072450172
control,320442.0,1.4581294308441668,0.8191872553960209,-1.2118459905798613,0.8669148736703601,1.3729390573026286,1.9719409516141428,5.816935743969495
